1456790958.271,1140826170.00496,-2378.84126250637,-6133.12817290783,1654.40638041052,5103.34946566409,-430.723023485853,5707.1156586126
1456790968.347,1140826180.0051,-2327.65610284069,-6137.04334855482,1711.37095328955,5133.43552345639,-352.290432110431,5685.53969056928
1456790978.273,1140826190.00496,-2276.17478958768,-6140.17386931958,1768.11453808878,5162.86473116967,-273.814371561991,5663.23525019242
1456790990.87,1140826200.00496,-2224.40172669715,-6142.51947583972,1824.63226263323,5191.63458462821,-195.301615851445,5640.2042469806
1456790998.258,1140826210.00495,-2172.3443609219,-6144.07981519674,1880.91596325143,5219.74085365234,-116.763558818024,5616.44998482989
1456791008.263,1140826220.00493,-2120.00933511008,-6144.85469544926,1936.95844697552,5247.17996801039,-38.2102479323328,5591.97551622294
1456791018.282,1140826230.00493,-2067.40313963144,-6144.84401181684,1992.75273897465,5273.94844920013,40.3485031346586,5566.78390699803
1456791028.248,1140826240.00494,-2014.53253577694,-6144.04776742397,2048.29164270515,5300.04284787318,118.902543423818,5540.87840124878
1456791038.271,1140826250.00494,-1961.40447845772,-6142.46602788473,2103.56789229826,5325.45971429887,197.441472094311,5514.26242357379
1456791048.271,1140826260.00496,-1908.02548033048,-6140.09900591777,2158.57462079568,5350.19590255378,275.955648972184,5486.93928316657
1456791058.283,1140826270.00504,-1854.40229586311,-6136.94699341917,2213.3048410341,5374.24825104372,354.435074890624,5458.91244994914
1456791068.282,1140826280.00497,-1800.54277432012,-6133.01048158168,2267.75044424219,5397.61320372302,432.868116544571,5430.18600113229
1456791078.268,1140826290.00495,-1746.45273357478,-6128.28988815112,2321.90562116342,5420.2882680011,511.246339153165,5400.76312349916
1456791088.268,1140826300.00495,-1692.13935058069,-6122.78579587719,2375.76323434185,5442.27040597123,589.559337757156,5370.64775874988
1456791098.274,1140826310.00495,-1637.60962914824,-6116.4989437505,2429.31624037782,5463.55674314614,667.796880071617,5339.8437818349
1456791108.277,1140826320.00494,-1582.87060646931,-6109.43018041883,2482.55763050277,5484.14452967562,745.948804922392,5308.35519892274
1456791118.266,1140826330.00495,-1527.92903748527,-6101.58030918323,2535.48097574602,5504.03124499683,824.00554273077,5276.18597113141
1456791128.261,1140826340.00513,-1472.79123497559,-6092.95024559376,2588.0800801238,5523.21454313293,901.95797668193,5243.33977358687
1456791138.27,1140826350.00496,-1417.467056685,-6083.54155396369,2640.34553488987,5541.69098969499,979.792134806658,5209.82254026247
1456791148.311,1140826360.00495,-1361.96075663896,-6073.35498100724,2692.27331721098,5559.45921677796,1057.50203372154,5175.63689954641
1456791158.273,1140826370.00505,-1306.2797245987,-6062.39185734507,2743.85647731577,5576.5168037485,1135.07725525796,5140.78741743627
1456791168.278,1140826380.00496,-1250.43274336212,-6050.65392375375,2795.08689802068,5592.86107583793,1212.50553093633,5105.27962184532
1456791178.275,1140826390.00496,-1194.42538481613,-6038.14236710639,2845.95939786777,5608.49041861673,1289.77910578736,5069.11711941599
1456791188.266,1140826400.00496,-1138.26527985746,-6024.85889369916,2896.46706482365,5623.40268143768,1366.88740339388,5032.30485898967
1456791198.263,1140826410.00494,-1081.95981722451,-6010.80523992628,2946.60321502291,5637.59591151741,1443.8202713532,4994.84773923718
